"title","content","date","variant","images","verified","author","rating","product","url" 
"Better than previous version","This is better than previous version. The battery life is longer. Over a month and the battery only went down 42%. I like the people only mode, this pretty much eliminate all the cars driving across my front yard. I would definitely recommend this over previous Ring. The extra 3 seconds of recording is a game changer.  I can see people coming and leaving. It is great at nighttime and the quality is good! Super clear. I used Gorilla double-sided tape to put the Ring up against my wall. Didn't want to put a couple holes into my home. Rain proof so far. We will see next year!","24 Jun 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Thy Vu","5.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"returned 2 of them","Will not connect to my internet. I got 2 of them and both would not connect. Talk to support, tried everything they say to do at least 4 times and nothing. Going to a different product","17 Apr 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Brandon Ponce","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"Great diirbell!!! 2 thumbs up!!!!","I really love this doorbell  camera! I like the new feature to only detect people so your not constantly getting Chimes when cars go by. Works great because you can have it on your 5.0 wifi so more clear when speaking through it and not choppy.  I like knowing when someone is at my door because then I see if a package is dropped off. I like that I was able to hardwire it to my old wires from previous doorbell. It also came with the wedge so I was able to use it even though it didn't fit my siding","08 Oct 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","https://images-na.ssl-images-amazon.com/images/I/71gv0v1AmHL._SY88.jpg","Yes","Jill Pearson","5.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Terrible","Nothing but problems since setup. Camera goes in an out of wifi. I have the strongest wifi and live in an apartment, the router is two feet from the door. It doesn't recognize movement accurately. It'll start recording then stop even if someone is standing in front of the ring doing jumping jacks. The doorbell will ring and it'll only record the person leaving 15 seconds after they arrived. I got the ring because someone was stealing my packages. It still won't help me if someone is standing there and it's not recording. I constantly have to uninstall the app and reinstall because the app freezes.","25 Nov 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Amazon Customer","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"This company switches the product in the box.","FRAUD!!!  Do not buy from this seller.  I bought a 3 plus...  opened the box...  wouldn’t connect.....  called ring .... they informed me I was given a box with plus 3 but I was working with a ring 2....  nice bait and switch...  I’m thankful it didn’t work and the ring company pointed out the Fraud to me...  I’ll be sending it back and going to Best Buy today.  If you do purchase from this person look at the back of the actual doorbell if it doesn’t say 3 you just got scammed too","19 Nov 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Amazon Customer","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Wheres the improvement","Im still not sure about this ring yet. It's not working consistently like i would have expected for the price. It's hardwired in our doorbell and literally 6 feet from our wifi router.  Occasionally we'll see the 4 seconds before the video starts. Most of the time it doesn't pick up anyone at my door when they've left a package. I know people have been in or out and it shows no history. Im still in the 30 day trial for the most services  it offers but im not impressed at all. Idk if its the app or the ring 3 itself. But dang! If it changes ill change my rating. But so far its no better than the original in my experience.  I hope that changes.","29 Apr 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Shay","2.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Poor WiFi sensitivity kills Rng 3+ usefulness.","A nice idea, but the WiFi sensitivity is poor. If I hold my iPhone X next to the Ring, I get 35 Mbps down and 6 Mbps up. My Ring 3+ reports poor Internet and take over a minute to connect to the Ring app on my iPhone. Once it does the video is jerky and audio breaks up. The distance from my WAP (wireless access point) to the Ring 3+ is about 20’ through a glass and wood door. The reported RSSI is -71dB and evening moving the Ring 3+ next to the WAP only gets me to -63 dB. I plan to contact customer service, but it seems to me the antenna was either left off or is totally inadequate. If there was good WiFi sensitivity, this might be a very good device.","27 Jun 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","L. Atkinson","2.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Happy with this!","I am happy with this purchase. You know what’s going on without having to physically monitor your front door. You get audio as well and can communicate too. For the most part it takes great video and you see well even at night without having to leave your lights on. Gone are the days I have to check on amazon to see if my package was delivered. You get instant notification with this when delivered to your door. You can also set sensitivity so it will either take just people at your front door or a larger area around your door. When I put it on sensitive it picks up cars, people, bikes around the area (which again you can set). When you get a notification it can take a few seconds to get live feed. I typically check after the video has been uploaded in history if it’s not urgent. It takes a minute or two to access recently recorded videos in your history. Which is why if I’m eager I click to view live to see what’s going on.","30 Apr 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","CC✨👩🏻‍🍳✨","5.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Easy setup, expected better image quality & WiFi performance","Setup was very easy.  Out of the box, charge the battery (arrived with approx. 20% charge - got to 100% in about 4 hours) and install.  Download the Ring app and set up the device.  You can link your Ring to your Amazon account so that you get alerts from your Alexa devices, including visuals if you have a Show device. I'll say I expected a bit more quality.  Obviously not expecting 4K here, but it's far from 1080p picture quality (even with HDR enabled).  Also, I live in an apartment with a metal door - not a heavy thick door but is metal and not wood.  Although my WiFi reaches to the front door (my Fios gateway is less than 20 feet from my front door), once the door closed, the RSSI immediately dipped to -65 or worse, resulting in few to no alerts when motion was detected or when the bell was rung.  I subsequently had to buy a WiFi extender and install it at a mid-point to get the RSSI in to the 40s.  Since installing, I get prompt motion/doorbell alerts on all my devices (Alexas, phones, and my Apple Watch).  Not sure how ""enhanced"" the ""enhanced WiFi"" advertised is, but this ultimately ended up requiring a second purchase to boost the signal. I purchased this as part of the Ring/Echo Show 5 bundle Amazon had.  To get both devices for $150 is a great deal.  I would've been happier if the enhanced WiFi was enhanced enough to not require a boost and more money spent, but I'll let that go. Overall, I am satisfied with the device.  Easy (enough) installation and setup.  Would've liked somewhat better quality to identify people, and don't think the enhanced WiFi is all that enhanced.","15 Sep 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","mike","4.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Great Product - Install could use some improvements","I love the product so far, but the install did not go well for brick. It would be much better had there been a paper drill bit template, possibly with a level, to make drilling the pilot holes easier. Also, the drill bit did very poorly on brick. It would have made much more sense to include both a wood and a masonry bit, or simply instruct the owner to buy a 7/32 masonry bit if you are installing on masonry. I included a picture of the bit I bought for about $5 and the condition of the bit that comes in the kit after 2.5 arduous holes. Sparks were flying from the Ring bit when I gave up on it. Also, mine is not quite level because the drill bit tends to drift on brick. The bit I bought cut through it like it was butter.  As I said, everything else seems great so far. I may go for more cameras after I've had this for awhile.","08 Jul 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","https://images-na.ssl-images-amazon.com/images/I/71445qv97HL._SY88.jpg","Yes","H2O","4.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Vastly improved","My Ring video doorbell 2 stopped transmitting unexpectedly-I returned it with no problem.  I was given a credit which I applied to the newer Ring video doorbell 3.  Installation as with the 2 was quick and easy-but the real news is the improvement in all parameters! It connects quickly and easily to my Apple devices; the picture and sound quality is excellent; and a few of the newer features such as a few seconds of video before the motion detectors sound off about a disturbance is neat. The real news for me though is the WiFi connectivity improvement!  The 2 would sometimes take 20 seconds to connect - not desirable for a front doorbell.  The 3 connects in a few seconds and as mentioned picture and sound are very good. Not sure why my 2 stopped working but I am glad I upgraded!","16 Aug 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","rzca","5.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Waste of money","When this camera works its great, but it loses wifi for no reason, stops working for no reason, stops recording for no reason, when reviewing events, half don't record/exists.  You pay for a yrly service and only half the time the unit works. I have a ring pro 1 and it never has issues. You get what you pay for. Save you time and money and DO NOT buy a RING.","14 Jul 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","B","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=13"
"Needs improvement","I don’t like how it has lags in between recordings. I can pull up in my car by my driveway and stop for 20 seconds or so and then Pull into my parking spot and come in the house, it won’t have any of it beyond me pulling up by the driveway. Or somebody leaving and going to their car, they sit there for the remainder of the 30 seconds and then pullout, it’ll never have them pulling out, they could have done anything and there’s no recording of it.","29 Aug 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Bob Stapleton","3.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"UNHAPPY RING CUSTOMER!!!!","I was excited ntonget the new Ring doorbell I installed it the first day I got it now barely a week later it doesn’t work won’t connect to Alexa two way radio doesn’t work when you push the doorbell it joust spins blue and no response called customer Service and try to trouble shoot was told they would email or call me Back didn’t hear anything whatsoever I had ordered a ring spotlights but I canceled the order if this not working after barely a week I m afraid what they will do very unhappy , disappointed  & dissatisfied ring customer","16 May 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Famous Amos","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"HORRIBLE Install Support & App Malfunction","Three Problems with this product within first TWO WEEKS! 1) Horrible installation support:  The advertising for this device touts it's quick installation.  This might be the case IF it came with a proper manual, but it does not. Just as one example of a problem:  it comes with a hodge podge of screws of different lengths (3 long screws, 3 medium and 5 short screws) but there were no Security Screws for the Faceplate.  (Even though it was installers using the wrong screw to secure the faceplate that apparently triggered fires with the Ring Doorbell  When I called for installation support with a fairly simple question (precisely which screw might work as the ""security screw"") I was put on hold repeatedly for the agent to check.  At one point, she actually suggested I get on YouTube and just watch videos. She didn't direct me to the Ring website, she said ""YouTube"".  She was polite but her English was not great and she absolutely didn’t know the product. 2) App Malfunction the day before THANKSGIVING.  My Ring was hardwired, but then the app suddenly showed it as running on the battery with the battery at “0%”.  Hours later it showed as Hardwired again.  I called Ring support and their outgoing message stated that they were working on the problem.  So, the day before Thanksgiving, when a large proportion of people were traveling, the Ring app was malfunctioning on a wide scale.  WOW! 3) I just happened to identify one instance in which i walked out my front door - right past the Ring device - to check the mail and the Ring didn’t record that event.  But then it did record me walking back in the door.  I have no way of knowing how many other events the Ring may have missed because I don’t have time to keep testing it. At this point, I have no confidence in the device or app and hope that perhaps the sight of the device may discourage porch pirates and potential burglars. In other words, I now view my Ring device as a VERY EXPENSIVE PROP!","22 Nov 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","https://images-na.ssl-images-amazon.com/images/I/518XmEhcgfL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/613bN0tCLjL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/811huHr5vhL._SY88.jpg","Yes","Colin","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"It is slow, slow, slow an you need to pay more","I receive a notification about a person being detected, when the person is already right at my door. However, it takes a few more long seconds before Alexa connects to the camera and show me who it is. I'm sure a legitimate guest would grow pretty impatient, and a bad guy may not get deterred enough at these delays. On my Mac, almost half of the time I see message ""connection to the camera took more than 10 seconds,"" and than I don't see anything happening at the door at all. The ring doorbell camera is mostly good to see what has already happened, not what is happening. If you were thinking not to pay for the subscription, think again. The camera is totally useless without a subscription. Did I mention it is slow? So, you only supposed to see live video. When it delayed so much, you don't see that much. However, slowness is not even the biggest problem if you do not have a subscription. By default, the camera produces motion alert for each car passing by. It is so annoying, that I've turned off alerting completely when my trial subscription expired. Then my ring doorbell was not much more useful than a plain old dumb doorbell. With a subscription, you get a new mode of motion detection. It will only alert when an actual person is detected. That removes the annoying car alerts, and only alert when it is useful. However, the person detection makes the detection even slower.","29 Nov 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Igor A. Polishchuk","3.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"HACKED: two stolen packages were *6 INCHES* in front of the Ring camera","I had five packages I was returning to Amazon and used the ""UPS Pickup"" option. * I put them out early this morning, RIGHT IN FRONT OF THE CAMERA. * Just before lunch, two of them were GONE and NO RECORDING OF IT. * See photo for the before and after. * I paid for the ""PLUS"" monthly service, $30/yr, but today it cost me about $100 in webcam and electronics. * I had MFA turned on and my password was ""ja!tw2J3mQ#d"". (I've obviously changed it since) * My wifi is hidden, uses WPA2 + AES, and a similar password. * Why do I think it was hacked? Another package was stolen a couple months ago the exact. same. way.","21 Nov 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","https://images-na.ssl-images-amazon.com/images/I/71D239AuPJL._SY88.jpg","Yes","sjlee001","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"Wants you to buy more equip","Just wasted a bunch of time trying to set it up. I have premium wifi in my home. The doorbell could not be set up. It said it was an issue with being too far away from the router and that I needed to purchase their wifi enhancer. I loved the doorbell right next to the router and had the same issue. If you want more money, just charge more. This was a waste of time, money and effort. Returning today.","05 Nov 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Janet L","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"Frustrating piece of junk","Fluctuating delays in ringing and alerts defeats the whole purpose of this device. Most times, you get to see visitors only after they have left as pressing the button offers no alerts neither does the chime pro ring for extended periods of time.  I went to the Ring community and reaslied this is a common problem evidenced by the number of compalints i saw despite carrying out all the recommendations from the Ring team. Why can't they solve this problem? It's neither a WIFI problem nor a distance problem but a defect which needs to be  corrected. This is very frustrating. Get it to work as shown in the commercials!!!!!","04 Aug 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","J Idk","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"Has some flaws","While I like this product it has some flaws.  The largest one is the night vision.  It literally is crap on that feature.  I have read all the reviews on the support site of which a lot of people have this issue.  As much as you pay for this item, I would have hoped for a better night feature.  I have other security cams from a different vendor that work immaculately better than ring's. With that said, the daytime photo is perfect at 1080p.  I may have to get the solar option if the battery does not hold out.  In 4 days, I am down to 91% battery where there is no obstructions to set it off all the time and have adjusted the sentisivity.  The mounting brackets are great especially in a tight mounting situation.  I am happy that I got the $60 off deal as I would be even more upset if I paid full price for this.  These are great options if you don't have a wired doorbell to tap into for power.  I am glad however, that I didn't buy two.  The firmware is up to date so I hope they can somehow fix the night vision problem.","19 Oct 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","akita","3.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"Stops functioning within 2 weeks","I installed the Ring with expectations that it would be a great addition to my house. I expected to be able to get alerts when people were at my door, or see who was ringing the doorbell, etc. Well, within 2 weeks it started lagging and then stopped functioning after I contacted Ring Technical Support. Within 2 weeks the lag got so bad that a delivery person stood in front of the Ring, hit the button to ring the doorbell and finally had to knock on the door because the Ring was so delayed. I confirmed with Ring Technical Support that the wifi signal was strong. I had a neighbor come and get packages off of my porch while I was out of town. What did my Ring show? Packages there 1 minute, and gone the next. There was a total gap in the footage. I rang the bell, walked inside and 5 seconds later the bell went off. Hmmm...not a good doorbell. This is a waste of money and seems to be quite quirky. They obviously have not worked out all the bugs. I think I will return mine and get a traditional doorbell that will actually when the button is pushed.","04 Dec 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Michael Wood","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"Needs subscription","I used this device for a month and returned it today. Before buying the device, they didnt mention ANYTHING about the subscription, and give you one month trial but after that, you need to pay a monthly fee in order to be able to watch the recorded videos. The motion detection is also not as good and sometimes it doesnt detect the motion at all. Also, because it’s battery powered, there is no way to turn on the blue light around the button to make it visible at night. Loading the recorded video is not fast because it first needs to download it from the server and doesnt save them locally.","14 Nov 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Adel","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14"
"After expert installation and troubleshooting, does not work!","This was a complete waste of money. It has taken us over a month to find out that the doorbell supply voltage does not work even though we made sure that our doorbell system was compatible as per the instructions.  Nor does the ring doorbell outside actually ring the bell inside. And finally, the battery requires removal and re-charging more than once a week.  Very aggravated that Amazon does not allow returns after trying very hard to get this thing to work for over a month. Very unhappy.","19 Jul 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","ESP","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
"Clearly Check the details on any purchase!","First off, I checked out several different models and different makers and I decided to go with the 3-plus. I liked the feature of pre-record. In looking into the ring, I was concerned with having to consider a service plan I elected to not go with the plan believing that I would still be able to see the videos for 7 days. I later found out that this is not correct and after the 30 days were up, I have no videos. The unit was fairly easy to install, although the trim around the door was not wide enough to mount the doorbell. I had to do some wood working to get it secure. I felt that I would go with a direct power line and use my original chimes. Unfortunately, this didn’t work due to the transformer was not suitable to ring the chimes. So I purchased the ring chimes and set it up (very simple) but the chime was so low and there was no way to make the sound louder. After all that, I returned the ring chime and went out to buy a transformer. I hooked up the new transformer and the original chimes work. My biggest issue is that in order to have the videos, I need to pay for the service plan. After spending appx $250,00, you still need to pay more for a plan which put this unit above the other brands price wise. I’m thinking hard that I’m considering to return  the unit. Frustrated and perplexed for sure.","31 Aug 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Amazon Customer","3.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
"Great doorbell! Buy it while its at $100!!","So far been loving the ring doorbell. Works how it should work although motion detection can be a little bit late. The night visor is also fantastic for saying people, gives me a clear picture of the person standing at my door. Also looking at the mic and sound quality, extremely on point and can easily do a two way audio talk. Camera installation took only 5 to 10minutes, simple task with a couple of screws. Overall for the price of $100 I paid for, not bad at all. Looking forward to buying their light products and sensors to include to my collection.","24 Nov 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Sebastian","5.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
"Audio dropped after one week of little use","Had to return the Ring Video Doorbell 3 Plus since if failed after one week.  The issue is that the two way audio stopped working so you could not talk to or hear the person at the door. I worked with Ring support to determine this.  After some additional research there are many people complaining of the same issue. The whole reason I ordered the 3 plus was to replace the Pro.  What I liked about the pro is no battery required if hardwired. The only problem with the Pro is the button cracked after only two years.  Additional research also indicates others with this issue.","25 Aug 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Michael S","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
"So far so good.","I only have a ring 1 to compare to but I will probably trade it in for another 3 plus. Pre-roll doesn't suck, well, it kind of does considering its black and white and 1 fps but it's better than nothing and from a battery doorbell it's definitely worth the money. it's at 83% it's been installed for 3 days. I did turn the motion detection down to light and notify on people only. It's very windy here and causes lots of false detections, glad to have people mode.","14 Apr 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","","Yes","Joe","5.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
"Nice try","When this works, it seems like it could offer a lot of peace of mind.  However, the Pre-roll video never really works.  The screen always says the ""video is still processing"" and we don't actually get to see it until 30+ minutes later.  The live video is hit or miss so far.  We've gotten the ""activating device"" circular indicator about 70% of the times we've had motion detected and tried to see who's at the door.  Had it been someone dangerous, Ring certainly wouldn't have helped the situation.  Luckily it's only been delivery people so far...Found that out about 30+ minutes after motion is detected.  So, all in all, not sure I trust this product to do what it's supposed to do when it's supposed to do it. Bummer.  That's a big price tag for a cute doorbell ringer. Update. See picture. Now our pre-roll trial expired...it’s the subscription to save your pre-roll video.  And since it expired the live video doesn’t work. The app continues to tell me to subscribe.  The message just keeps saying activating device and we can’t get it back.  It’s useless at this point. We still get the alerts but we can’t see anything. If you’re not willing to pay $30-100 per year, buy a different system.","15 Oct 2020","Style: Ring Video Doorbell 3 Plus Configuration: Doorbell only","https://images-na.ssl-images-amazon.com/images/I/61Pv6cStPsL._SY88.jpg","Yes","shophappy-2010","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
"Went right back for a Refund!","This bell wasn't up to par with the Ring Door Bell 2 that it replaced.  I went out and bought two more chimes and NONE of them worked as they should.  Although everything was set up, and after talking to Ring to get the new bell working properly, I went back to a Ring Door Bell 2 which worked as well as the first one it replaced.  The Ring door bell 2 was not as weather proof as the 3 but I need a functioning bell, not a wanna be.  I'm sure Ring will eventually get the kinks worked out of the 3, but until then, I hope they keep my 2 under warranty using their paid for subscription.","07 Jul 2020","Style: Ring Video Doorbell 3 Configuration: Doorbell only","","Yes","Joe Andriolo","1.0","Ring Video Doorbell 3 Plus – enhanced wifi, improved motion detection, 4-second video previews, easy installation","https://www.amazon.com/Ring-Video-Doorbell-3-Plus/product-reviews/B07WLP395R/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15"
